Cod_Loc,IdProvincia,IdDepartamento,Observaciones,Categoria,Provincia,Departamento,Localidad,Título,Domicilio,CP,Web,E-Mail,Latitud,Longitud,Tipo_latitudlongitud,Fuente,tipo_gestion,Modalidad,Universidad,Facultad,Duración,Tipo de Duración,Nivel,Id Titulo,Vigencia,Temática,Año_actualizacion
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Magister de la Universidad de Buenos Aires en Literaturas Española y Latinoamericana,Puán 480  ,1406,www.filo.uba.ar,doeinfo@rec.uba.ar,-34.6283371,-58.4461906,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Buenos Aires,Facultad de Filosofía y Letras,2,Años,Posgrado,9396,Vigente,Letras,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Profesor de Enseñanza Media y Superior en Letras,Puán 480  ,1406,www.filo.uba.ar,doeinfo@rec.uba.ar,-34.6283371,-58.4461906,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Buenos Aires,Facultad de Filosofía y Letras,5,Años,Grado,656,Vigente,Letras,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Magister en Escritura Creativa,Viamonte 525 3 ,1053,www.untref.edu.ar,borges@untref.edu.ar,-34.5997248,-58.3743029,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Tres de Febrero,Dirección Académica de Postgrados,4,Cuatrimestres,Posgrado,12376,Vigente,Letras,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Magister en Estudios Literarios Latinoamericanos,Viamonte 525 3 ,1053,www.untref.edu.ar,borges@untref.edu.ar,-34.5997248,-58.3743029,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Tres de Febrero,Dirección Académica de Postgrados,4,Cuatrimestres,Posgrado,11677,Vigente,Letras,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Doctor en Letras,Av.Alicia Moreau de 1500 -- --,1039,www.uca.edu.ar,ingreso@uca.edu.ar,-34.6128090,-58.3661389,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Universidad Católica Argentina,Facultad de Filosofía y Letras,2,Años,Posgrado,1536,Vigente,Letras,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Licenciado en Letras,Av.Alicia Moreau de 1500 -- --,1039,www.uca.edu.ar,ingreso@uca.edu.ar,-34.6128090,-58.3661389,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Universidad Católica Argentina,Facultad de Filosofía y Letras,4,Años,Grado,650,Vigente,Letras,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Profesor en Letras,Av.Alicia Moreau de 1500 -- --,1039,www.uca.edu.ar,ingreso@uca.edu.ar,-34.6128090,-58.3661389,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Universidad Católica Argentina,Facultad de Filosofía y Letras,4,Años,Grado,661,Vigente,Letras,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Licenciado en Letras,Mario Bravo 1259  ,1175,www.palermo.edu,informes@palermo.edu,-34.5950378,-58.4146616,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Universidad Palermo,Facultad de Ciencias Sociales,4,Años,Grado,650,No Vigente con Actividad,Letras,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Corrector Literario,Lavalle 1878  ,1061,www.usal.edu.ar,postgradofyl@usal.edu.ar,-34.6033989,-58.3934600,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Universidad Salvador,"Facultad de Filosofía, Letras y Estudios Orientales",2,Años,Pregrado,7189,Vigente,Letras,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Doctor en Letras,Lavalle 1878  ,1061,www.usal.edu.ar,postgradofyl@usal.edu.ar,-34.6033989,-58.3934600,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Universidad Salvador,"Facultad de Filosofía, Letras y Estudios Orientales",2,Años,Posgrado,1536,Vigente,Letras,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Licenciado en Letras,Lavalle 1878  ,1061,www.usal.edu.ar,postgradofyl@usal.edu.ar,-34.6033989,-58.3934600,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Universidad Salvador,"Facultad de Filosofía, Letras y Estudios Orientales",4,Años,Grado,650,Vigente,Letras,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Licenciado en Letras - Ciclo de Licenciatura,Lavalle 1878  ,1061,www.usal.edu.ar,postgradofyl@usal.edu.ar,-34.6033989,-58.3934600,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Universidad Salvador,"Facultad de Filosofía, Letras y Estudios Orientales",1,Años,Grado,6341,Vigente,Letras,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Licenciado en Folklore Mención Instrumentos Criollos,Sanchez de Loria 443,1115,http://folklore.una.edu.ar,folklore@una.edu.ar,-34.6147120,-58.4129560,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Instituto Universitario Artes,Área transdepartamental de Folklore,4,Años,GRADO,8045,Vigente,Música,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Profesor de Artes en Folklore Mención Instrumentos Criollos,Bolívar 1674  ,1115,http://www.una.edu.ar/,formaciondocente@una.edu.ar,-34.6278217,-58.3722862,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Instituto Universitario Artes,Área transdepartamental de Formación Docente,8,Cuatrimestres,GRADO,8031,Vigente,Música,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Profesor de Artes en Música,Bolívar 1674  ,1115,http://www.una.edu.ar/,formaciondocente@una.edu.ar,-34.6278217,-58.3722862,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Instituto Universitario Artes,Área transdepartamental de Formación Docente,8,Cuatrimestres,GRADO,8033,Vigente,Música,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Licenciado en Artes Musicales Orientación en Canto,Avda Cordoba 2445  ,1115,www.artesmusicales.org,departamento@artesmusicales.org,-34.5992019,-58.4016492,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Artes,Departamento de Artes Musicales y Sonoras,10,Cuatrimestres,Grado,8038,No Vigente con Actividad,Música,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Licenciado en Artes Musicales Orientación en Composición,Avda Cordoba 2445  ,1115,www.artesmusicales.org,departamento@artesmusicales.org,-34.5992019,-58.4016492,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Instituto Universitario Artes,Departamento de Artes Musicales y Sonoras,10,Cuatrimestres,GRADO,8039,Vigente,Música,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Licenciado en Artes Musicales Orientación en Composición con Medios Electroacústicos,Avda Cordoba 2445  ,1115,www.artesmusicales.org,departamento@artesmusicales.org,-34.5992019,-58.4016492,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Instituto Universitario Artes,Departamento de Artes Musicales y Sonoras,10,Cuatrimestres,GRADO,8042,Vigente,Música,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Licenciado en Artes Musicales Orientación en Dirección Coral,Avda Cordoba 2445  ,1115,www.artesmusicales.org,departamento@artesmusicales.org,-34.5992019,-58.4016492,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Instituto Universitario Artes,Departamento de Artes Musicales y Sonoras,10,Cuatrimestres,GRADO,8040,Vigente,Música,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Licenciado en Artes Musicales Orientación en Dirección Orquestal,Avda Cordoba 2445  ,1115,www.artesmusicales.org,departamento@artesmusicales.org,-34.5992019,-58.4016492,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Instituto Universitario Artes,Departamento de Artes Musicales y Sonoras,10,Cuatrimestres,GRADO,8041,Vigente,Música,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Licenciado en Artes Musicales Orientación en Instrumento,Avda Cordoba 2445  ,1115,www.artesmusicales.org,departamento@artesmusicales.org,-34.5992019,-58.4016492,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Instituto Universitario Artes,Departamento de Artes Musicales y Sonoras,10,Cuatrimestres,GRADO,8048,Vigente,Música,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Licenciado en Artes (Orientación Música),Puán 480  ,1406,www.filo.uba.ar,doeinfo@rec.uba.ar,-34.6283371,-58.4461906,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Buenos Aires,Facultad de Filosofía y Letras,5,Años,Grado,9990,No Vigente con Actividad,Música,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Profesor de Enseñanza Media y Superior en Artes (Orientación Música),Puán 480  ,1406,www.filo.uba.ar,doeinfo@rec.uba.ar,-34.6283371,-58.4461906,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Buenos Aires,Facultad de Filosofía y Letras,5,Años,Grado,9995,Vigente,Música,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Licenciado en Musicoterapia,Hipólito Irigoyen 3238  ,1407,www.psi.uba.ar,doeinfo@rec.uba.ar,-34.6121836,-58.4123031,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Buenos Aires,Facultad de Psicología,5,Años,Grado,2249,Vigente,Música,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,"Magister en Creación Musical, Nuevas Tecnologías y Artes Tradicionales",Viamonte 525 3 ,1053,www.untref.edu.ar,borges@untref.edu.ar,-34.5997248,-58.3743029,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Tres de Febrero,Dirección Académica de Postgrados,4,Cuatrimestres,Posgrado,7260,Vigente,Música,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Licenciado en Musicoterapia,Av. San Juan 951  ,1182,www.uai.edu.ar,contacto@uai.edu.ar,-34.6219221,-58.3792502,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Universidad Abierta Interamericana,Facultad de Psicología y Relaciones Humanas,4,Años,Grado,2249,Vigente,Música,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Técnico Universitario en Producción Musical,Federico Lacroze 1947  ,1425,www.ub.edu.ar,ingresos@ub.edu.ar,-34.5657843,-58.4409910,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Instituto Universitario Belgrano,Facultad de Ingeniería Y Tecnología Informática,2.5,Años,PREGRADO,2699,Vigente,Música,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Doctor en Música,Av. Alicia Moreau de Justo 1500 -- --,1107,www.uca.edu.ar,ingreso@uca.edu.ar,-34.6155383,-58.3655977,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Universidad Católica Argentina,Facultad de Artes y Ciencias Musicales,2,Años,Posgrado,7959,Vigente,Música,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Licenciado en Composición,Av. Alicia Moreau de Justo 1500 -- --,1107,www.uca.edu.ar,ingreso@uca.edu.ar,-34.6155383,-58.3655977,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Universidad Católica Argentina,Facultad de Artes y Ciencias Musicales,5,Años,Grado,900,Vigente,Música,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Licenciado en Dirección Coral,Av. Alicia Moreau de Justo 1500 -- --,1107,www.uca.edu.ar,ingreso@uca.edu.ar,-34.6155383,-58.3655977,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Universidad Católica Argentina,Facultad de Artes y Ciencias Musicales,5,Años,Grado,5329,No Vigente con Actividad,Música,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Licenciado en Dirección Orquestal,Av. Alicia Moreau de Justo 1500 -- --,1107,www.uca.edu.ar,ingreso@uca.edu.ar,-34.6155383,-58.3655977,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Universidad Católica Argentina,Facultad de Artes y Ciencias Musicales,5,Años,Grado,7062,Vigente,Música,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Licenciado en Música Cinematográfica,Av. Alicia Moreau de Justo 1500 -- --,1107,www.uca.edu.ar,ingreso@uca.edu.ar,-34.6155383,-58.3655977,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Universidad Católica Argentina,Facultad de Artes y Ciencias Musicales,5,Años,Grado,12867,Vigente,Música,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Licenciado en Música Popular,Av. Alicia Moreau de Justo 1500 -- --,1107,www.uca.edu.ar,ingreso@uca.edu.ar,-34.6155383,-58.3655977,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Universidad Católica Argentina,Facultad de Artes y Ciencias Musicales,5,Años,Grado,12868,Vigente,Música,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,"Licenciado en Musicología, Crítica, Teoría y Cognición Musical",Av. Alicia Moreau de Justo 1500 -- --,1107,www.uca.edu.ar,ingreso@uca.edu.ar,-34.6155383,-58.3655977,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Universidad Católica Argentina,Facultad de Artes y Ciencias Musicales,5,Años,Grado,13297,No Vigente con Actividad,Música,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Licenciado en Piano,Av. Alicia Moreau de Justo 1500 -- --,1107,www.uca.edu.ar,ingreso@uca.edu.ar,-34.6155383,-58.3655977,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Universidad Católica Argentina,Facultad de Artes y Ciencias Musicales,5,Años,Grado,5290,Vigente,Música,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Técnico Universitario en Producción Musical,Av. Alicia Moreau de Justo 1500 -- --,1107,www.uca.edu.ar,ingreso@uca.edu.ar,-34.6155383,-58.3655977,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Universidad Católica Argentina,Facultad de Artes y Ciencias Musicales,3,Años,Pregrado,2699,Vigente,Música,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Técnico Universitario en Producción Musical Aplicada a los Medios Audiovisuales,Av. Alicia Moreau de Justo 1500 -- --,1107,www.uca.edu.ar,ingreso@uca.edu.ar,-34.6155383,-58.3655977,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Universidad Católica Argentina,Facultad de Artes y Ciencias Musicales,3,Años,Pregrado,6764,No Vigente con Actividad,Música,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Licenciado en Musicoterapia,Paraguay 1239 P.B. ,1061,www.uces.edu.ar,informes@uces.edu.ar,-34.5980379,-58.3846949,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Universidad Ciencias Empresariales y Sociales,Facultad de Ciencias de la Salud,4,Años,Grado,2249,Vigente,Música,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Licenciado en Musicoterapia,Hidalgo 775 ,1405,www.maimonides.edu,informes@maimonides.edu,-34.6104080,-58.4406971,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Universidad Maimónides,Facultad de Ciencias de la Salud,4,Años,Grado,2249,Vigente,Música,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Licenciado en Artes Musicales,Hidalgo 775 ,1405,www.maimonides.edu,informes@maimonides.edu,-34.6104080,-58.4406971,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Universidad Maimónides,"Facultad de Humanidades, Ciencias Sociales y Empresariales",4,Años,Grado,7041,No Vigente con Actividad,Música,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Productor Musical,Mario Bravo 1050 5º ,1175,www.palermo.edu,informes@palermo.edu,-34.5972399,-58.4159819,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Universidad Palermo,Facultad de Diseño y Comunicación,2.5,Años,Pregrado,915,Vigente,Música,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Licenciado en Musicoterapia,Av Cordoba 1601  ,1020,www.usal.edu.ar,uds-pmed@salvador.edu.ar,-34.5991980,-58.3900359,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Privado,Presencial,Universidad Salvador,Facultad de Medicina,4,Años,Grado,2249,Vigente,Música,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Especialista en Producción de Textos Críticos y de Difusión Mediática de las Artes,Bartolomé Mitre 1869  ,1115,http://www.criticadeartes.una.edu.ar,criticadearte@una.edu.ar,-34.6079233,-58.3930240,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Universidad Artes,Área Transdepartamental de Crítica de Artes,2,Años,Posgrado,6961,Vigente,Teatro y Danza,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Intérprete de Tango,Sanchez de Loria 443,1115,http://folklore.una.edu.ar,folklore@una.edu.ar,-34.6147120,-58.4129560,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Instituto Universitario Artes,Área transdepartamental de Folklore,3,Años,PREGRADO,12541,Vigente,Teatro y Danza,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Licenciado en Folklore Mención Culturas Tradicionales,Sanchez de Loria 443,1115,http://folklore.una.edu.ar,folklore@una.edu.ar,-34.6147120,-58.4129560,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Instituto Universitario Artes,Área transdepartamental de Folklore,5,Años,GRADO,8043,Vigente,Teatro y Danza,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Licenciado en Folklore Mención Danzas Folklóricas y Tango,Sanchez de Loria 443,1115,http://folklore.una.edu.ar,folklore@una.edu.ar,-34.6147120,-58.4129560,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Instituto Universitario Artes,Área transdepartamental de Folklore,4,Años,GRADO,8044,Vigente,Teatro y Danza,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Licenciado en Folklore Mención Tango,Sanchez de Loria 443,1115,http://folklore.una.edu.ar,folklore@una.edu.ar,-34.6147120,-58.4129560,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Instituto Universitario Artes,Área transdepartamental de Folklore,4,Años,GRADO,8055,Vigente,Teatro y Danza,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Profesor de Artes en Danza,Bolívar 1674  ,1115,http://www.una.edu.ar/,formaciondocente@una.edu.ar,-34.6278217,-58.3722862,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Instituto Universitario Artes,Área transdepartamental de Formación Docente,8,Cuatrimestres,GRADO,8030,Vigente,Teatro y Danza,2020
02000010,02,02000,,Carreras Universitarias Culturales,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Ciudad Autonoma de Buenos Aires,Profesor de Artes en Danza Mención en Danzas Folklóricas y Tango,Bolívar 1674  ,1115,http://www.una.edu.ar/,formaciondocente@una.edu.ar,-34.6278217,-58.3722862,Precisa,Departamento de Información Universitaria - Dirección Nacional de Presupuesto e Información Universitaria - Secretaría de Políticas Universitarias,Estatal,Presencial,Instituto Universitario Artes,Área transdepartamental de Formación Docente,8,Cuatrimestres,GRADO,8046,Vigente,Teatro y Danza,2020
